county_id,date,unemployment_rate,sahm_value
13199,1990-01-01,9,NaN
13199,1990-02-01,7.2,NaN
13199,1990-03-01,6,NaN
13199,1990-04-01,5.9,NaN
13199,1990-05-01,8.6,NaN
13199,1990-06-01,6.9,NaN
13199,1990-07-01,6.9,NaN
13199,1990-08-01,7.7,NaN
13199,1990-09-01,7.6,NaN
13199,1990-10-01,7.3,NaN
13199,1990-11-01,7.2,NaN
13199,1990-12-01,8,NaN
13199,1991-01-01,9,NaN
13199,1991-02-01,9.5,NaN
13199,1991-03-01,7,2.13
13199,1991-04-01,6.8,1.40
13199,1991-05-01,6.6,0.00
13199,1991-06-01,6.7,0.00
13199,1991-07-01,6.5,0.00
13199,1991-08-01,6.7,0.03
13199,1991-09-01,6.4,0.00
13199,1991-10-01,6,0.00
13199,1991-11-01,6,0.00
13199,1991-12-01,7,0.20
13199,1992-01-01,8.2,0.93
13199,1992-02-01,12.8,3.20
13199,1992-03-01,10.5,4.37
13199,1992-04-01,9.9,4.93
13199,1992-05-01,12.2,4.73
13199,1992-06-01,12.3,5.33
13199,1992-07-01,11.1,5.73
13199,1992-08-01,10.9,5.30
13199,1992-09-01,11.2,4.93
13199,1992-10-01,8.9,4.20
13199,1992-11-01,9.9,3.87
13199,1992-12-01,10.7,3.50
13199,1993-01-01,11.4,3.60
13199,1993-02-01,10.4,1.50
13199,1993-03-01,10.1,0.80
13199,1993-04-01,8.6,0.00
13199,1993-05-01,8.3,0.00
13199,1993-06-01,9.1,0.00
13199,1993-07-01,9.3,0.23
13199,1993-08-01,7.6,0.00
13199,1993-09-01,7.2,0.00
13199,1993-10-01,7.4,0.00
13199,1993-11-01,7.3,0.00
13199,1993-12-01,8,0.27
13199,1994-01-01,10.2,1.20
13199,1994-02-01,8.7,1.67
13199,1994-03-01,7.7,1.57
13199,1994-04-01,6.9,0.47
13199,1994-05-01,8,0.23
13199,1994-06-01,8.5,0.50
13199,1994-07-01,9,1.20
13199,1994-08-01,6.6,0.73
13199,1994-09-01,6.4,0.03
13199,1994-10-01,5.9,0.00
13199,1994-11-01,6,0.00
13199,1994-12-01,5.4,0.00
13199,1995-01-01,6.5,0.20
13199,1995-02-01,5.9,0.17
13199,1995-03-01,5.5,0.20
13199,1995-04-01,5.5,0.00
13199,1995-05-01,6,0.03
13199,1995-06-01,6,0.20
13199,1995-07-01,7.3,0.80
13199,1995-08-01,8.7,1.70
13199,1995-09-01,6.9,2.00
13199,1995-10-01,7.2,1.97
13199,1995-11-01,6,1.07
13199,1995-12-01,5.9,0.73
13199,1996-01-01,6.2,0.40
13199,1996-02-01,6.9,0.70
13199,1996-03-01,5.8,0.67
13199,1996-04-01,5.5,0.43
13199,1996-05-01,6.3,0.20
13199,1996-06-01,6.4,0.23
13199,1996-07-01,6.1,0.40
13199,1996-08-01,5.6,0.17
13199,1996-09-01,4.8,0.00
13199,1996-10-01,5.6,0.00
13199,1996-11-01,5.3,0.00
13199,1996-12-01,12.3,2.50
13199,1997-01-01,6.3,2.73
13199,1997-02-01,4.9,2.60
13199,1997-03-01,5.1,0.20
13199,1997-04-01,4.1,0.00
13199,1997-05-01,4.5,0.00
13199,1997-06-01,5.7,0.20
13199,1997-07-01,6.8,1.10
13199,1997-08-01,6,1.60
13199,1997-09-01,4.9,1.33
13199,1997-10-01,6.9,1.37
13199,1997-11-01,5.9,1.33
13199,1997-12-01,4.9,1.33
13199,1998-01-01,5.8,0.97
13199,1998-02-01,4.3,0.43
13199,1998-03-01,4.5,0.30
13199,1998-04-01,4.1,0.00
13199,1998-05-01,4.6,0.10
13199,1998-06-01,5.3,0.37
13199,1998-07-01,6.4,1.13
13199,1998-08-01,5.8,1.53
13199,1998-09-01,5.3,1.53
13199,1998-10-01,5.7,1.30
13199,1998-11-01,5.3,1.13
13199,1998-12-01,4.7,0.93
13199,1999-01-01,6.3,1.13
13199,1999-02-01,6.1,1.40
13199,1999-03-01,5.8,1.77
13199,1999-04-01,5.4,1.47
13199,1999-05-01,4.8,0.93
13199,1999-06-01,5.1,0.43
13199,1999-07-01,4.9,0.00
13199,1999-08-01,5.2,0.13
13199,1999-09-01,5.4,0.23
13199,1999-10-01,5.6,0.47
13199,1999-11-01,5.6,0.60
13199,1999-12-01,6.1,0.83
13199,2000-01-01,5.6,0.83
13199,2000-02-01,5.3,0.73
13199,2000-03-01,4.9,0.33
13199,2000-04-01,4.4,0.00
13199,2000-05-01,4.5,0.00
13199,2000-06-01,4.7,0.00
13199,2000-07-01,4.2,0.00
13199,2000-08-01,4.1,0.00
13199,2000-09-01,3.9,0.00
13199,2000-10-01,4,0.00
13199,2000-11-01,4.3,0.07
13199,2000-12-01,4.4,0.23
13199,2001-01-01,5.2,0.63
13199,2001-02-01,5.5,1.03
13199,2001-03-01,6,1.57
13199,2001-04-01,5.6,1.70
13199,2001-05-01,4.7,1.43
13199,2001-06-01,4.9,1.07
13199,2001-07-01,5.3,0.97
13199,2001-08-01,5.5,1.23
13199,2001-09-01,4.7,1.17
13199,2001-10-01,4.8,1.00
13199,2001-11-01,5,0.77
13199,2001-12-01,5.9,1.00
13199,2002-01-01,6.4,1.13
13199,2002-02-01,6.1,1.30
13199,2002-03-01,6.6,1.53
13199,2002-04-01,6.5,1.57
13199,2002-05-01,6.2,1.60
13199,2002-06-01,7.2,1.80
13199,2002-07-01,6.2,1.70
13199,2002-08-01,5.6,1.50
13199,2002-09-01,5.4,0.90
13199,2002-10-01,5.5,0.67
13199,2002-11-01,5.1,0.50
13199,2002-12-01,5.5,0.13
13199,2003-01-01,6.1,0.23
13199,2003-02-01,5.5,0.37
13199,2003-03-01,6.5,0.70
13199,2003-04-01,7.2,1.07
13199,2003-05-01,6.6,1.43
13199,2003-06-01,7.4,1.73
13199,2003-07-01,8.2,2.07
13199,2003-08-01,7.7,2.43
13199,2003-09-01,5.7,1.87
13199,2003-10-01,4.9,0.77
13199,2003-11-01,5.5,0.03
13199,2003-12-01,5.4,0.00
13199,2004-01-01,6.7,0.60
13199,2004-02-01,6.6,0.97
13199,2004-03-01,5.9,1.13
13199,2004-04-01,5.8,0.83
13199,2004-05-01,6.9,0.93
13199,2004-06-01,7.1,1.33
13199,2004-07-01,6.8,1.67
13199,2004-08-01,6.5,1.53
13199,2004-09-01,6.6,1.37
13199,2004-10-01,6.9,1.40
13199,2004-11-01,6.4,1.37
13199,2004-12-01,6.6,1.37
13199,2005-01-01,7.8,1.07
13199,2005-02-01,7.2,1.10
13199,2005-03-01,7.3,1.33
13199,2005-04-01,7.3,1.17
13199,2005-05-01,7.4,1.13
13199,2005-06-01,8.1,1.00
